Population,Pool,Sire,Dam,Treatment,RepbyDam, Replicate,Bin ,Column,Row,IfPlantGerm,IfFlowered,numberinflors,inflorwt
Dales,2,29,A,Normal,2,D29AC2,2C,I,9,1,1,2,9.1
Dales,2,29,A,Normal,3,D29AC3,10C,C,1,1,1,2,14.01
Dales,2,29,A,Nino,1,D29AN1,1N,E,19,1,1,2,10.89
Dales,2,29,A,Nino,2,D29AN2,5N,G,7,1,1,2,6.4
Dales,2,29,A,Nino,3,D29AN3,11N,J,4,1,1,2,14.94
Dales,2,29,A,Nina,1,D29AS1,4S,C,9,1,0,,
Dales,2,29,A,Nina,2,D29AS2,11S,E,15,1,0,,
Dales,2,29,A,Nina,3,D29AS3,1S,D,4,1,0,,
Dales,3,29,B,Normal,1,D29BC1,10C,E,1,1,1,7,19.95
Dales,3,29,B,Normal,2,D29BC2,1C,C,11,1,1,4,16.96
Dales,3,29,B,Normal,3,D29BC3,2C,B,12,1,1,2,20.11
Dales,3,29,B,Nino,1,D29BN1,8N,C,3,1,1,3,9.41
Dales,3,29,B,Nino,2,D29BN2,3N,I,19,1,1,3,16.55
Dales,3,29,B,Nino,3,D29BN3,1N,C,19,1,1,2,9.17
Dales,3,29,B,Nina,1,D29BS1,8S,G,13,1,0,,
Dales,3,29,B,Nina,2,D29BS2,3S,E,5,1,1,2,19.986
Dales,3,29,B,Nina,3,D29BS3,5S,B,4,1,1,1,8.038
Dales,3,29,C,Normal,1,D29CC1,2C,J,20,1,1,1,5.19
Dales,3,29,C,Normal,2,D29CC2,7C,F,14,1,1,2,7.19
Dales,3,29,C,Normal,3,D29CC3,9C,G,13,1,1,5,8.72
Dales,3,29,C,Nino,1,D29CN1,5N,A,13,1,1,4,18.4
Dales,3,29,C,Nino,2,D29CN2,3N,J,4,1,1,3,15.69
Dales,3,29,C,Nino,3,D29CN3,2N,A,3,0,0,0,
Dales,3,29,C,Nina,1,D29CS1,3S,D,4,1,1,1,9.234
Dales,3,29,C,Nina,2,D29CS2,2S,E,5,1,0,,
Dales,3,29,C,Nina,3,D29CS3,6S,B,8,1,1,1,5.32
Dales,1,30,A,Normal,1,D30AC1,7C,G,19,1,1,3,14.03
Dales,1,30,A,Normal,2,D30AC2,5C,H,20,1,1,2,1.66
Dales,1,30,A,Normal,3,D30AC3,1C,A,19,1,1,3,6.46
Dales,1,30,A,Nino,1,D30AN1,11N,C,15,1,1,2,10.83
Dales,1,30,A,Nino,2,D30AN2,1N,D,6,1,1,2,9.7
Dales,1,30,A,Nino,3,D30AN3,2N,D,18,1,1,3,2.49
Dales,1,30,A,Nina,1,D30AS1,11S,C,5,1,0,,
Dales,1,30,A,Nina,2,D30AS2,2S,G,19,1,1,1,4.512
Dales,1,30,A,Nina,3,D30AS3,10S,D,2,1,1,1,5.675
Dales,1,30,B,Normal,1,D30BC1,6C,I,15,1,1,3,22.86
Dales,1,30,B,Normal,2,D30BC2,7C,I,1,1,1,3,32.2
Dales,1,30,B,Normal,3,D30BC3,3C,C,15,1,1,2,13.8
Dales,1,30,B,Nino,1,D30BN1,11N,J,6,1,1,4,12.24
Dales,1,30,B,Nino,2,D30BN2,8N,G,17,1,1,5,23.62
Dales,1,30,B,Nino,3,D30BN3,9N,F,4,0,0,0,
Dales,1,30,B,Nina,1,D30BS1,3S,E,3,1,1,1,10.003
Dales,1,30,B,Nina,2,D30BS2,6S,H,14,1,1,1,7.95
Dales,1,30,B,Nina,3,D30BS3,7S,H,14,1,1,1,3.846
Dales,3,30,C,Normal,1,D30CC1,2C,G,17,1,1,3,17.69
Dales,3,30,C,Normal,2,D30CC2,11C,H,12,1,1,2,7.12
Dales,3,30,C,Normal,3,D30CC3,1C,I,1,1,1,4,11.19
Dales,3,30,C,Nino,1,D30CN1,10N,D,12,1,1,2,9.33
Dales,3,30,C,Nino,2,D30CN2,9N,H,8,1,1,2,10.58
Dales,3,30,C,Nino,3,D30CN3,4N,B,10,1,1,2,12.21
Dales,3,30,C,Nina,1,D30CS1,9S,D,16,1,1,1,7.426
Dales,3,30,C,Nina,2,D30CS2,10S,I,17,1,0,,
Dales,3,30,C,Nina,3,D30CS3,6S,B,16,1,0,,
Dales,1,31,A,Normal,1,D31AC1,11C,I,15,1,1,3,9.66
Dales,1,31,A,Normal,2,D31AC2,1C,H,18,1,1,2,2.19
Dales,1,31,A,Normal,3,D31AC3,6C,F,20,1,1,4,18.9
Dales,1,31,A,Nino,1,D31AN1,4N,B,12,1,0,0,
Dales,1,31,A,Nino,2,D31AN2,9N,G,5,1,1,3,8.15
Dales,1,31,A,Nino,3,D31AN3,3N,F,16,1,1,4,10.63
Dales,1,31,A,Nina,1,D31AS1,8S,A,1,1,0,,
Dales,1,31,A,Nina,2,D31AS2,9S,B,16,1,0,,
Dales,1,31,A,Nina,3,D31AS3,3S,A,17,1,0,,
Dales,3,31,B,Normal,1,D31BC1,9C,J,20,1,1,5,12.44
Dales,3,31,B,Normal,2,D31BC2,10C,C,11,1,1,1,6.33
Dales,3,31,B,Normal,3,D31BC3,1C,C,1,1,1,2,3.25
Dales,3,31,B,Nino,1,D31BN1,3N,H,4,1,1,3,8.29
Dales,3,31,B,Nino,2,D31BN2,4N,G,7,1,1,2,2.37
Dales,3,31,B,Nino,3,D31BN3,10N,H,4,1,1,4,9.21
Dales,3,31,B,Nina,1,D31BS1,1S,F,12,1,0,,
Dales,3,31,B,Nina,2,D31BS2,2S,F,16,1,0,,
Dales,3,31,B,Nina,3,D31BS3,9S,I,15,1,0,,
Dales,1,31,C,Normal,1,D31CC1,3C,A,7,1,1,1,4.86
Dales,1,31,C,Normal,2,D31CC2,11C,I,17,1,1,4,14.05
Dales,1,31,C,Normal,3,D31CC3,7C,D,18,1,1,2,3.65
Dales,1,31,C,Nino,1,D31CN1,3N,G,3,1,1,3,10.2
Dales,1,31,C,Nino,2,D31CN2,11N,B,2,1,1,2,3.48
Dales,1,31,C,Nino,3,D31CN3,2N,E,15,1,1,2,2.59
Dales,1,31,C,Nina,1,D31CS1,11S,A,5,0,0,,
Dales,1,31,C,Nina,2,D31CS2,2S,C,15,1,1,1,8.88
Dales,1,31,C,Nina,3,D31CS3,6S,B,14,1,0,,
Dales,4,32,A,Normal,1,D32AC1,4C,D,10,0,0,,
Dales,4,32,A,Normal,2,D32AC2,6C,A,7,1,1,2,12.47
Dales,4,32,A,Normal,3,D32AC3,10C,C,5,1,1,1,16.47
Dales,4,32,A,Nino,1,D32AN1,4N,J,10,1,1,3,12.44
Dales,4,32,A,Nino,2,D32AN2,11N,G,1,1,1,5,19.91
Dales,4,32,A,Nino,3,D32AN3,2N,D,10,1,1,4,10.65
Dales,4,32,A,Nina,1,D32AS1,11S,I,11,1,0,,
Dales,4,32,A,Nina,2,D32AS2,8S,B,2,1,0,,
Dales,4,32,A,Nina,3,D32AS3,4S,E,17,1,1,1,7.538
Dales,4,32,B,Normal,1,D32BC1,10C,F,8,1,1,4,13.27
Dales,4,32,B,Normal,2,D32BC2,1C,H,16,1,1,3,7.68
Dales,4,32,B,Normal,3,D32BC3,5C,B,8,1,1,1,3.3
Dales,4,32,B,Nino,1,D32BN1,8N,I,7,1,1,4,15.45
Dales,4,32,B,Nino,2,D32BN2,9N,D,10,1,1,4,21.21
Dales,4,32,B,Nino,3,D32BN3,5N,C,5,1,1,5,12.87
Dales,4,32,B,Nina,1,D32BS1,7S,E,13,1,1,1,2.035
Dales,4,32,B,Nina,2,D32BS2,9S,J,4,1,0,,
Dales,4,32,B,Nina,3,D32BS3,1S,J,20,1,0,,
Dales,1,32,C,Normal,1,D32CC1,3C,E,3,1,1,4,8.57
Dales,1,32,C,Normal,2,D32CC2,1C,C,15,1,1,2,9.48
Dales,1,32,C,Normal,3,D32CC3,6C,D,2,1,1,1,5.35
Dales,1,32,C,Nino,1,D32CN1,8N,H,8,1,1,4,18.57
Dales,1,32,C,Nino,2,D32CN2,9N,F,18,1,1,4,12.16
Dales,1,32,C,Nino,3,D32CN3,2N,F,20,1,1,3,12.29
Dales,1,32,C,Nina,1,D32CS1,5S,C,17,1,1,1,6.897
Dales,1,32,C,Nina,2,D32CS2,3S,F,12,1,1,2,15.136
Dales,1,32,C,Nina,3,D32CS3,6S,B,6,1,1,2,7.516
Dales,2,33,A,Normal,1,D33AC1,2C,B,8,1,1,1,11.99
Dales,2,33,A,Normal,2,D33AC2,3C,G,19,1,1,1,11.1
Dales,2,33,A,Normal,3,D33AC3,10C,D,16,1,1,1,8.03
Dales,2,33,A,Nino,1,D33AN1,8N,B,20,1,1,4,15.42
Dales,2,33,A,Nino,2,D33AN2,9N,H,4,.,0,0,
Dales,2,33,A,Nino,3,D33AN3,3N,C,19,1,1,4,23.49
Dales,2,33,A,Nina,1,D33AS1,4S,C,11,1,1,2,10.297
Dales,2,33,A,Nina,2,D33AS2,10S,E,1,1,0,,
Dales,2,33,A,Nina,3,D33AS3,6S,C,19,1,0,,
Dales,3,33,B,Normal,1,D33BC1,11C,C,17,1,1,4,10.54
Dales,3,33,B,Normal,2,D33BC2,6C,J,12,1,1,4,14.86
Dales,3,33,B,Normal,3,D33BC3,4C,G,11,1,1,1,1.97
Dales,3,33,B,Nino,1,D33BN1,11N,J,8,1,1,2,14.15
Dales,3,33,B,Nino,2,D33BN2,5N,H,18,1,1,2,11.95
Dales,3,33,B,Nino,3,D33BN3,10N,C,3,1,1,2,8.87
Dales,3,33,B,Nina,1,D33BS1,10S,F,4,1,1,1,5.676
Dales,3,33,B,Nina,2,D33BS2,11S,E,5,1,0,,0.994
Dales,3,33,B,Nina,3,D33BS3,5S,J,19,1,0,,
Dales,1,33,C,Normal,1,D33CC1,3C,A,9,1,1,1,9.63
Dales,1,33,C,Normal,2,D33CC2,6C,A,11,1,1,2,5.21
Dales,1,33,C,Normal,3,D33CC3,8C,F,4,1,1,2,8.85
Dales,1,33,C,Nino,1,D33CN1,11N,F,2,1,1,2,2.15
Dales,1,33,C,Nino,2,D33CN2,3N,I,11,1,1,2,7.84
Dales,1,33,C,Nino,3,D33CN3,2N,I,11,1,1,1,3.85
Dales,1,33,C,Nina,1,D33CS1,7S,E,17,1,0,,
Dales,1,33,C,Nina,2,D33CS2,10S,F,10,1,1,1,1.26
Dales,1,33,C,Nina,3,D33CS3,4S,F,8,1,1,2,9.029
Dales,3,34,A,Normal,1,D34AC1,11C,I,19,1,1,4,19.9
Dales,3,34,A,Normal,2,D34AC2,8C,E,11,1,1,4,10.77
Dales,3,34,A,Normal,3,D34AC3,1C,A,11,1,1,4,13.23
Dales,3,34,A,Nino,1,D34AN1,6N,G,11,1,1,1,4.11
Dales,3,34,A,Nino,2,D34AN2,8N,C,5,1,1,3,18.88
Dales,3,34,A,Nino,3,D34AN3,5N,I,1,1,1,2,4.96
Dales,3,34,A,Nina,1,D34AS1,2S,A,3,1,0,,
Dales,3,34,A,Nina,2,D34AS2,8S,F,2,1,0,,
Dales,3,34,A,Nina,3,D34AS3,2S,G,17,1,0,,
Dales,1,34,B,Normal,1,D34BC1,1C,E,1,1,1,3,4.78
Dales,1,34,B,Normal,2,D34BC2,4C,C,3,1,1,3,7.79
Dales,1,34,B,Normal,3,D34BC3,7C,H,6,0,0,,
Dales,1,34,B,Nino,1,D34BN1,6N,J,16,1,1,3,7.81
Dales,1,34,B,Nino,2,D34BN2,4N,A,7,1,1,2,3.89
Dales,1,34,B,Nino,3,D34BN3,11N,B,20,1,1,1,2.25
Dales,1,34,B,Nina,1,D34BS1,9S,C,13,1,0,,
Dales,1,34,B,Nina,2,D34BS2,11S,C,11,1,0,,
Dales,1,34,B,Nina,3,D34BS3,4S,G,1,1,0,,
Dales,1,34,C,Normal,1,D34CC1,1C,A,3,1,1,3,7.64
Dales,1,34,C,Normal,2,D34CC2,3C,B,12,1,1,3,10.33
Dales,1,34,C,Normal,3,D34CC3,5C,I,11,1,1,2,11.37
Dales,1,34,C,Nino,1,D34CN1,6N,E,9,1,0,0,
Dales,1,34,C,Nino,2,D34CN2,2N,C,9,1,1,1,3.71
Dales,1,34,C,Nino,3,D34CN3,1N,D,2,1,1,4,6.65
Dales,1,34,C,Nina,1,D34CS1,11S,B,4,1,0,,
Dales,1,34,C,Nina,2,D34CS2,1S,B,4,1,0,,
Dales,1,34,C,Nina,3,D34CS3,6S,J,4,1,0,,
Dales,1,35,A,Normal,1,D35AC1,8C,I,13,1,1,3,11.65
Dales,1,35,A,Normal,2,D35AC2,3C,D,6,1,1,4,12.09
Dales,1,35,A,Normal,3,D35AC3,6C,B,16,1,1,3,15.08
Dales,1,35,A,Nino,1,D35AN1,10N,G,13,1,1,2,5.27
Dales,1,35,A,Nino,2,D35AN2,1N,E,13,1,1,6,21.12
Dales,1,35,A,Nino,3,D35AN3,3N,G,1,1,1,3,12.94
Dales,1,35,A,Nina,1,D35AS1,4S,H,16,1,1,2,6.183
Dales,1,35,A,Nina,2,D35AS2,11S,C,15,1,1,1,2.74
Dales,1,35,A,Nina,3,D35AS3,2S,H,4,1,0,,
Dales,1,35,A,Nina,1,D35BS1,8S,B,16,1,1,1,10.334
Dales,4,35,B,Normal,1,D35BC1,8C,A,3,1,1,1,11.83
Dales,4,35,B,Normal,2,D35BC2,1C,D,12,1,1,2,10.96
Dales,4,35,B,Normal,3,D35BC3,2C,B,18,1,1,1,11.74
Dales,4,35,B,Nino,1,D35BN1,11N,F,12,1,1,3,12.39
Dales,4,35,B,Nino,2,D35BN2,3N,B,14,1,1,3,17.61
Dales,4,35,B,Nino,3,D35BN3,9N,E,5,1,1,6,16.15
Dales,4,35,B,Nina,2,D35BS2,10S,B,14,1,1,1,2.889
Dales,4,35,B,Nina,3,D35BS3,7S,J,18,1,0,,
Dales,4,35,C,Normal,1,D35CC1,6C,H,6,1,1,2,9.94
Dales,4,35,C,Normal,2,D35CC2,8C,H,4,1,1,4,15.19
Dales,4,35,C,Normal,3,D35CC3,7C,B,14,1,1,2,4.49
Dales,4,35,C,Nino,1,D35CN1,6N,H,10,1,1,1,3.59
Dales,4,35,C,Nino,2,D35CN2,5N,J,16,1,1,5,19.66
Dales,4,35,C,Nino,3,D35CN3,7N,A,7,1,1,2,6.65
Dales,4,35,C,Nina,1,D35CS1,9S,A,19,1,1,2,6.955
Dales,4,35,C,Nina,2,D35CS2,5S,F,16,1,1,1,6.919
Dales,4,35,C,Nina,3,D35CS3,2S,C,1,1,0,,
Dales,3,36,A,Normal,1,D36AC1,8C,G,15,1,1,4,7.92
Dales,3,36,A,Normal,2,D36AC2,10C,I,19,0,0,,
Dales,3,36,A,Normal,3,D36AC3,6C,G,5,1,1,5,16.98
Dales,3,36,A,Nino,1,D36AN1,7N,B,14,1,1,3,14.51
Dales,3,36,A,Nino,2,D36AN2,10N,A,13,1,1,1,5.16
Dales,3,36,A,Nino,3,D36AN3,1N,H,20,1,0,0,
Dales,3,36,A,Nina,1,D36AS1,10S,G,17,1,0,,
Dales,3,36,A,Nina,2,D36AS2,4S,E,11,1,0,,
Dales,3,36,A,Nina,3,D36AS3,9S,H,2,1,0,,
Dales,2,36,B,Normal,1,D36BC1,4C,E,5,1,1,4,10.69
Dales,2,36,B,Normal,2,D36BC2,5C,E,15,1,1,3,6.56
Dales,2,36,B,Normal,3,D36BC3,11C,F,18,1,1,2,6.41
Dales,2,36,B,Nino,1,D36BN1,4N,I,3,1,1,3,4.01
Dales,2,36,B,Nino,2,D36BN2,2N,E,3,1,0,0,
Dales,2,36,B,Nino,3,D36BN3,11N,F,18,1,1,4,9.47
Dales,2,36,B,Nina,1,D36BS1,6S,E,9,1,0,,
Dales,2,36,B,Nina,2,D36BS2,2S,J,8,1,0,,
Dales,2,36,B,Nina,3,D36BS3,4S,D,10,1,1,1,2.087
Dales,3,36,C,Normal,1,D36CC1,9C,J,4,1,1,5,20.22
Dales,3,36,C,Normal,2,D36CC2,10C,A,7,1,1,4,10.76
Dales,3,36,C,Normal,3,D36CC3,7C,F,8,1,1,1,12.02
Dales,3,36,C,Nino,1,D36CN1,4N,D,4,1,1,4,11.38
Dales,3,36,C,Nino,2,D36CN2,1N,J,6,1,1,2,10.31
Dales,3,36,C,Nino,3,D36CN3,7N,B,10,1,1,2,4.62
Dales,3,36,C,Nina,1,D36CS1,5S,B,6,1,0,,
Dales,3,36,C,Nina,2,D36CS2,1S,F,10,1,0,,6.121
Dales,3,36,C,Nina,3,D36CS3,2S,B,8,1,0,,
Dales,4,38,A,Normal,1,D38AC1,3C,B,16,1,1,1,13.54
Dales,4,38,A,Normal,2,D38AC2,6C,I,19,1,1,2,9.25
Dales,4,38,A,Normal,3,D38AC3,11C,D,8,1,1,3,6.55
Dales,4,38,A,Nino,1,D38AN1,2N,F,8,1,1,2,7.77
Dales,4,38,A,Nino,2,D38AN2,4N,F,16,1,1,1,0.65
Dales,4,38,A,Nino,3,D38AN3,3N,H,16,1,1,3,13.98
Dales,4,38,A,Nina,1,D38AS1,5S,H,4,1,0,,
Dales,4,38,A,Nina,2,D38AS2,2S,A,5,1,0,,
Dales,4,38,A,Nina,3,D38AS3,1S,J,2,1,0,,
Dales,1,38,B,Normal,1,D38BC1,2C,D,10,0,0,,
Dales,1,38,B,Normal,2,D38BC2,7C,E,3,1,1,3,8.52
Dales,1,38,B,Normal,3,D38BC3,9C,F,16,1,1,5,14.23
Dales,1,38,B,Nino,1,D38BN1,10N,A,1,1,1,2,6.91
Dales,1,38,B,Nino,2,D38BN2,2N,E,19,1,1,2,10.78
Dales,1,38,B,Nino,3,D38BN3,9N,C,1,1,1,4,22.66
Dales,1,38,B,Nina,1,D38BS1,11S,F,18,1,0,,
Dales,1,38,B,Nina,2,D38BS2,1S,I,17,1,0,,
Dales,1,38,B,Nina,3,D38BS3,7S,A,11,1,0,,
Dales,1,38,C,Normal,1,D38CC1,5C,D,20,1,1,5,18.62
Dales,1,38,C,Normal,2,D38CC2,8C,G,7,1,1,3,6.97
Dales,1,38,C,Normal,3,D38CC3,10C,F,18,1,1,2,13.11
Dales,1,38,C,Nino,1,D38CN1,2N,C,3,1,1,3,4.89
Dales,1,38,C,Nino,2,D38CN2,4N,B,2,1,1,3,10.88
Dales,1,38,C,Nino,3,D38CN3,7N,G,9,1,1,4,16.45
Dales,1,38,C,Nina,1,D38CS1,2S,J,10,1,0,,
Dales,1,38,C,Nina,2,D38CS2,11S,B,12,1,0,,
Dales,1,38,C,Nina,3,D38CS3,3S,B,2,1,1,1,2.46
Dales,4,39,A,Normal,1,D39AC1,7C,J,2,1,1,1,8.11
Dales,4,39,A,Normal,2,D39AC2,11C,A,9,1,1,3,10.32
Dales,4,39,A,Normal,3,D39AC3,5C,D,18,1,1,2,5
Dales,4,39,A,Nino,1,D39AN1,10N,H,14,0,0,0,
Dales,4,39,A,Nino,2,D39AN2,9N,E,15,0,0,0,
Dales,4,39,A,Nino,3,D39AN3,6N,I,7,1,1,1,0.31
Dales,4,39,A,Nina,1,D39AS1,10S,I,5,0,0,,
Dales,4,39,A,Nina,2,D39AS2,8S,A,15,1,1,1,1.33
Dales,4,39,A,Nina,3,D39AS3,1S,A,3,1,0,,
Dales,4,39,B,Normal,1,D39BC1,8C,A,7,1,1,2,11.61
Dales,4,39,B,Normal,2,D39BC2,5C,I,15,1,1,3,8.54
Dales,4,39,B,Normal,3,D39BC3,2C,C,5,1,1,1,5.88
Dales,4,39,B,Nino,1,D39BN1,9N,I,19,1,1,1,0.19
Dales,4,39,B,Nino,2,D39BN2,11N,D,14,1,1,1,2.27
Dales,4,39,B,Nino,3,D39BN3,4N,J,2,1,1,2,5
Dales,4,39,B,Nina,1,D39BS1,9S,C,11,1,1,1,9.567
Dales,4,39,B,Nina,2,D39BS2,1S,E,5,1,0,,
Dales,4,39,B,Nina,3,D39BS3,8S,D,8,1,0,,
Dales,3,39,C,Normal,1,D39CC1,6C,E,7,1,1,3,9.64
Dales,3,39,C,Normal,2,D39CC2,10C,I,15,1,1,4,13.51
Dales,3,39,C,Normal,3,D39CC3,8C,H,8,1,1,3,11.15
Dales,3,39,C,Nino,1,D39CN1,9N,G,17,1,1,1,1.36
Dales,3,39,C,Nino,2,D39CN2,1N,H,14,1,1,3,10.01
Dales,3,39,C,Nino,3,D39CN3,8N,J,4,1,1,3,11
Dales,3,39,C,Nina,1,D39CS1,9S,J,6,1,1,1,3.764
Dales,3,39,C,Nina,2,D39CS2,2S,A,11,1,1,1,8.332
Dales,3,39,C,Nina,3,D39CS3,10S,B,20,1,1,1,4.055
Dales,4,40,A,Normal,1,D40AC1,10C,B,2,1,1,3,13.04
Dales,4,40,A,Normal,2,D40AC2,3C,A,19,1,1,4,15.86
Dales,4,40,A,Normal,3,D40AC3,11C,D,6,1,1,6,21.84
Dales,4,40,A,Nino,1,D40AN1,1N,D,14,1,1,5,19.33
Dales,4,40,A,Nino,2,D40AN2,7N,D,20,1,1,4,37.47
Dales,4,40,A,Nino,3,D40AN3,11N,E,15,0,0,0,
Dales,4,40,A,Nina,1,D40AS1,2S,E,13,1,0,,
Dales,4,40,A,Nina,2,D40AS2,4S,C,1,1,1,1,3.518
Dales,4,40,A,Nina,3,D40AS3,7S,H,10,1,0,,
Dales,3,40,B,Normal,1,D40BC1,7C,G,7,1,1,3,20.76
Dales,3,40,B,Normal,2,D40BC2,10C,I,7,1,1,3,11.69
Dales,3,40,B,Normal,3,D40BC3,2C,G,19,1,1,4,6.84
Dales,3,40,B,Nino,1,D40BN1,8N,I,17,1,1,3,18.73
Dales,3,40,B,Nino,2,D40BN2,11N,B,12,1,1,7,25.78
Dales,3,40,B,Nino,3,D40BN3,1N,A,19,1,1,3,19.68
Dales,3,40,B,Nina,1,D40BS1,10S,G,15,1,0,,
Dales,3,40,B,Nina,2,D40BS2,2S,I,15,1,0,,
Dales,3,40,B,Nina,3,D40BS3,7S,A,1,1,0,,
Dales,1,40,C,Normal,1,D40CC1,11C,H,16,1,1,4,7.97
Dales,1,40,C,Normal,2,D40CC2,4C,H,6,1,1,2,1.31
Dales,1,40,C,Normal,3,D40CC3,9C,E,7,1,1,4,9.92
Dales,1,40,C,Nino,1,D40CN1,6N,H,20,1,1,4,9.94
Dales,1,40,C,Nino,2,D40CN2,3N,C,9,1,1,2,15.73
Dales,1,40,C,Nino,3,D40CN3,7N,H,20,0,0,0,
Dales,1,40,C,Nina,1,D40CS1,7S,B,14,1,1,1,4.732
Dales,1,40,C,Nina,2,D40CS2,5S,E,13,1,1,1,5.818
Dales,1,40,C,Nina,3,D40CS3,3S,I,19,1,0,,
Dales,4,41,A,Normal,1,D41AC1,11C,B,12,1,0,,
Dales,4,41,A,Normal,2,D41AC2,6C,J,8,1,1,3,10.39
Dales,4,41,A,Normal,3,D41AC3,8C,D,8,1,1,3,5.35
Dales,4,41,A,Nino,1,D41AN1,3N,E,1,1,1,2,4.59
Dales,4,41,A,Nino,2,D41AN2,10N,J,20,1,1,3,5.5
Dales,4,41,A,Nino,3,D41AN3,8N,F,12,0,1,2,0.42
Dales,4,41,A,Nina,1,D41AS1,4S,E,3,1,1,1,4.622
Dales,4,41,A,Nina,2,D41AS2,8S,H,2,1,0,,
Dales,4,41,A,Nina,3,D41AS3,9S,C,5,1,1,1,9.571
Dales,2,41,B,Normal,1,D41BC1,8C,I,9,1,1,2,3.67
Dales,2,41,B,Normal,2,D41BC2,5C,A,9,1,1,2,5.19
Dales,2,41,B,Normal,3,D41BC3,1C,I,9,1,1,2,10.2
Dales,2,41,B,Nino,1,D41BN1,7N,E,17,1,1,2,2.34
Dales,2,41,B,Nino,2,D41BN2,8N,D,16,1,1,3,8.85
Dales,2,41,B,Nino,3,D41BN3,1N,I,9,1,1,1,2.06
Dales,2,41,B,Nina,1,D41BS1,1S,J,8,1,0,,
Dales,2,41,B,Nina,2,D41BS2,5S,E,20,1,0,,
Dales,2,41,B,Nina,3,D41BS3,8S,E,15,1,0,,
Dales,2,41,C,Normal,1,D41CC1,10C,D,14,1,1,2,8.02
Dales,2,41,C,Normal,2,D41CC2,8C,F,20,1,1,1,2.47
Dales,2,41,C,Normal,3,D41CC3,1C,H,14,1,1,3,7.95
Dales,2,41,C,Nino,1,D41CN1,6N,B,8,0,0,0,
Dales,2,41,C,Nino,2,D41CN2,10N,B,16,1,1,1,1.81
Dales,2,41,C,Nino,3,D41CN3,5N,A,5,1,1,2,4.53
Dales,2,41,C,Nina,1,D41CS1,9S,B,2,1,0,,
Dales,2,41,C,Nina,2,D41CS2,7S,F,2,1,0,,
Dales,2,41,C,Nina,3,D41CS3,8S,B,10,1,0,,
Dales,4,42,A,Normal,1,D42AC1,6C,D,16,1,1,3,8.76
Dales,4,42,A,Normal,2,D42AC2,1C,A,15,1,1,1,0.69
Dales,4,42,A,Normal,3,D42AC3,7C,B,2,1,1,3,9.91
Dales,4,42,A,Nino,1,D42AN1,5N,G,1,1,1,2,8.83
Dales,4,42,A,Nino,2,D42AN2,3N,A,15,1,1,2,3.72
Dales,4,42,A,Nino,3,D42AN3,8N,I,5,1,1,5,16.1
Dales,4,42,A,Nina,1,D42AS1,8S,B,12,1,0,,
Dales,4,42,A,Nina,2,D42AS2,1S,J,4,1,0,,
Dales,4,42,A,Nina,3,D42AS3,5S,D,10,1,0,,
Dales,4,42,B,Normal,1,D42BC1,7C,E,9,1,1,3,15.09
Dales,4,42,B,Normal,2,D42BC2,2C,E,19,1,1,2,14.19
Dales,4,42,B,Normal,3,D42BC3,6C,G,15,1,1,3,7.26
Dales,4,42,B,Nino,1,D42BN1,5N,J,12,1,1,2,7.24
Dales,4,42,B,Nino,2,D42BN2,9N,E,3,1,1,2,4.87
Dales,4,42,B,Nino,3,D42BN3,2N,B,8,1,1,4,14.22
Dales,4,42,B,Nina,1,D42BS1,6S,D,2,1,0,,
Dales,4,42,B,Nina,2,D42BS2,10S,F,16,1,0,,
Dales,4,42,B,Nina,3,D42BS3,2S,A,1,1,0,,
Dales,2,42,C,Normal,1,D42CC1,2C,E,11,1,1,4,12.83
Dales,2,42,C,Normal,2,D42CC2,6C,D,4,1,1,3,7.12
Dales,2,42,C,Normal,3,D42CC3,7C,D,12,1,1,2,6.84
Dales,2,42,C,Nino,1,D42CN1,4N,H,6,1,1,2,6.19
Dales,2,42,C,Nino,2,D42CN2,8N,C,17,1,1,3,6.01
Dales,2,42,C,Nino,3,D42CN3,1N,G,13,1,1,4,11.11
Dales,2,42,C,Nina,1,D42CS1,9S,J,10,1,0,,
Dales,2,42,C,Nina,2,D42CS2,8S,I,7,1,0,,
Dales,2,42,C,Nina,3,D42CS3,10S,H,20,1,0,,
Dales,2,43,A,Normal,1,D43AC1,9C,G,5,0,0,,
Dales,2,43,A,Normal,2,D43AC2,4C,I,13,1,1,6,18.58
Dales,2,43,A,Normal,3,D43AC3,8C,B,8,1,1,5,11.66
Dales,2,43,A,Nino,1,D43AN1,1N,E,17,1,1,4,9.45
Dales,2,43,A,Nino,2,D43AN2,11N,J,10,1,1,3,12.83
Dales,2,43,A,Nino,3,D43AN3,5N,B,10,1,1,2,6.82
Dales,2,43,A,Nina,1,D43AS1,3S,F,20,1,0,,
Dales,2,43,A,Nina,2,D43AS2,1S,F,6,1,0,,4.603
Dales,2,43,A,Nina,3,D43AS3,9S,G,9,1,0,,
Dales,4,43,B,Normal,1,D43BC1,1C,I,17,1,1,2,6.18
Dales,4,43,B,Normal,2,D43BC2,6C,J,10,1,1,3,8.41
Dales,4,43,B,Normal,3,D43BC3,7C,J,14,1,1,4,13.48
Dales,4,43,B,Nino,1,D43BN1,6N,G,3,1,1,1,4.55
Dales,4,43,B,Nino,2,D43BN2,3N,B,2,1,1,4,7.94
Dales,4,43,B,Nino,3,D43BN3,10N,I,7,1,0,0,
Dales,4,43,B,Nina,1,D43BS1,2S,G,5,1,0,,
Dales,4,43,B,Nina,2,D43BS2,3S,C,9,1,1,1,0.77
